Domain_ID,Source_Field,JSON_Pointer,Registry_Field_Type,Record_Count,Interpretation
care_setting_caregiver,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/2,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
care_setting_caregiver,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
care_setting_caregiver,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
care_setting_caregiver,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
care_setting_caregiver,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/armGroups/1,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
care_setting_caregiver,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/4,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,925,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,244,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,10,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,9,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,4,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/conditionsModule/conditions,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/3,OPTIONAL_STRUCTURED_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/2,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/identificationModule/officialTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/10,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/7,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/5,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/9,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/9,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/2,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/4,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
cognition_decision_capacity,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/31,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
frailty_direct,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,1175,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
frailty_direct,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,17,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
frailty_direct,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,12,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
frailty_direct,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,8,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
frailty_direct,Complete allowed protocol fields,/protocolSection/conditionsModule/conditions,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
frailty_direct,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
frailty_direct,Complete allowed protocol fields,/protocolSection/identificationModule/officialTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,1061,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,145,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/armGroups/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/conditionsModule/conditions,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/4,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/identificationModule/officialTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/2,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
life_expectancy_advanced_illness,detailedDescription,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,763,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,199,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,72,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,62,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/identificationModule/officialTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,30,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,17,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/2,OPTIONAL_STRUCTURED_FIELD,8,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/5,OPTIONAL_STRUCTURED_FIELD,7,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,7,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/1,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,6,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/4,OPTIONAL_STRUCTURED_FIELD,6,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,5,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/3,OPTIONAL_STRUCTURED_FIELD,4,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/6,OPTIONAL_STRUCTURED_FIELD,4,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/conditionsModule/conditions,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,4,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/3,OPTIONAL_STRUCTURED_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/armGroups/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/4,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/2,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/designModule,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/identificationModule/briefTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/10,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/7,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/armGroups/2,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/13,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/10,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/11,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
mobility_adl_function,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/31,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,1147,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,32,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,24,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,9,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/identificationModule/officialTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/2,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/67,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/designModule,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
multimorbidity_burden,Complete allowed protocol fields,/protocolSection/conditionsModule/conditions,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,897,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,220,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/descriptionModule/detailedDescription,FREE_TEXT_FIELD,44,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,17,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,6,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/0,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,5,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/1,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,4,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/4,OPTIONAL_STRUCTURED_FIELD,3,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/0,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/3,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/identificationModule/briefTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/identificationModule/officialTitle,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/conditionsModule/conditions,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/6,OPTIONAL_STRUCTURED_FIELD,2,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/11,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/armsInterventionsModule/interventions/2,OPTIONAL_STRUCTURED_OR_FREE_TEXT_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/8,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/10,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/12,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/9,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/primaryOutcomes/3,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/1,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
nutrition_malnutrition,Complete allowed protocol fields,/protocolSection/outcomesModule/secondaryOutcomes/5,OPTIONAL_STRUCTURED_FIELD,1,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
polypharmacy_medication_burden,Complete allowed protocol fields,/protocolSection/eligibilityModule; /protocolSection/identificationModule; /protocolSection/descriptionModule; /protocolSection/conditionsModule; /protocolSection/designModule; /protocolSection/armsInterventionsModule; /protocolSection/outcomesModule,OPTIONAL_STRUCTURED_FIELD,1200,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
polypharmacy_medication_burden,Complete allowed protocol fields,/protocolSection/eligibilityModule/eligibilityCriteria,FREE_TEXT_FIELD,10,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
polypharmacy_medication_burden,Complete allowed protocol fields,/protocolSection/descriptionModule/briefSummary,FREE_TEXT_FIELD,4,Registry transparency only; absence does not establish that the construct was absent from the trial protocol or clinical conduct.
