Relative_Path,Bytes,SHA256
publication/Supplementary_Table_S22.csv,2120,1856efaeb2a343630bc53d3b783c71d28bb31b5c5507fa995ca1a4c3ff50d3b0
publication/Supplementary_Table_S23.csv,821,8aa78065407fa78b20beeff79df579914f55974f36f5756ebb5abc20ef64e357
publication/Supplementary_Table_S3.csv,1483,eba142dfa65df153e05802704920b30b155130846d9669d1dd4b03cb3011fabe
publication/Supplementary_Table_S4.csv,497,eec389a5be2b8cc71bcc5e5fc0e6eeff0ceab9a8aac4816a20cb4dbda1b78204
publication/Supplementary_Table_S5.csv,1624,959753ba58e884a11636473559a4014640ce5bc8ce06cfa6169a4d7aa4f35bbf
publication/Supplementary_Table_S6.csv,1779,26461e2dba143c32162cfff26e9697170a1af78e17a130bae494fd396de271b3
publication/Supplementary_Table_S7.csv,2272,5143944844c7933dc2dd91bccdbb8945f26c8d42460569013d9f7dc18d8d19ed
publication/Supplementary_Table_S8.csv,15224,0fff28b94a648832310a85d9c0b6e149b2373c1569d59b206c017b2e4f0f0532
publication/Supplementary_Table_S9.csv,2711,02f328ec94c365414ac10124766c0e7eef370d5755dd8561aaa4d390c8c42fd1
publication/Table1.csv,1706,09644a3bfb9827ae7084d8f01101bc72413754a4498cd963f9aa517d68d609c1
results/data/STEP13B_ACTUAL_AGE_CATEGORY_DATA.csv,42934,ed63aac10ca16bc0491c298ffbb273e680f9679a9bf639f196762783f8371440
results/data/STEP13B_ANALYSIS_RESULTS_LONG.csv,80344,8c4581604b0cacf1daaaee3a8feb802190b29fcb50d83852d9f23cbd98965c80
results/data/STEP13B_DENOMINATOR_AUDIT.csv,94733,25b331b2e9b6814779c46829e75bfdc5758905d9e8330448b0a7c38101d118e7
results/data/STEP13B_SENSITIVITY_RESULTS.csv,10371,cf0bd0bf99831ef27201d22d76b5b56d545356ee21c9ae87b48a4cc31131ada8
results/data/STEP13B_TRIAL_ANALYSIS_DATA.csv,301513,40fb3d10977e8af1e2ba8509d0c780d27f9dc14e8f259fbc891af6e0a4e4ca38
results/figures/F01_AGE_ELIGIBILITY_LADDER.svg,3929,bd711166a7fb2e84de8435ca0b6e8755616c66926a4dbd50037463b9d77a8479
results/figures/F01_AGE_ELIGIBILITY_LADDER_DATA.csv,567,b7641fe431ed2b3161f1c06f57e5c8b3ef264ef0f2f8d6762470d62f107e0671
results/figures/F02_AGE_FIELD_CONFLICT.svg,2430,5d4f7621bedc6aaf097dc21071d9f3b6af94a749db6a3c47daeec3f04685e719
results/figures/F02_AGE_FIELD_CONFLICT_DATA.csv,248,99ea28406051a4d579cff330ed5121fc5d3ac1f86987c1f1ecd1cc0fad2979dc
results/figures/F03_GERIATRIC_DOMAIN_MATRIX.svg,6376,6b90781e25f1c75d63fa7a8d3ca2f8df8b143dc81f68f2e43d75c04a3228fb90
results/figures/F03_GERIATRIC_DOMAIN_MATRIX_DATA.csv,1809,218c32bb0c74f4ea131f447a366c716bad7711d613ad5ea64d5511346aa69b2e
results/figures/F04_COREVEN_COVERAGE.svg,4432,8abc0d63d0d42adaa0dc2030904a3c8618ed0116c39c4523b3b7987ecf569b8d
results/figures/F04_COREVEN_COVERAGE_DATA.csv,764,83d7fbafa3866efdf011cd919764fabcb0835f02dc7c0ed3cf21644a9b1f423a
results/figures/F05_OUTPUTS_COVERAGE.svg,4903,3ce5cd8beb00ca543c49674f90abb0c97a1d6861cb393aca6e599cf98d803b24
results/figures/F05_OUTPUTS_COVERAGE_DATA.csv,996,226ff70b7ad2ef0e2bfe9fad913ec26711832f4149686de55c8a8b6a7a377c18
results/figures/F06_TEMPORAL_DESCRIPTIONS.svg,3520,5e49972e2331da9add98550010f50c1031abd677e78cca968c36251952ebb150
results/figures/F06_TEMPORAL_DESCRIPTIONS_DATA.csv,469,b24074d02dd9ebc2088f8201373dcf728fa3d2038a28088656287e6fef35e510
results/qa/FINAL_RELEASE_VALIDATION_STATE.json,665,703ee9ca6159d1fd2d45ab86f201371f051260670f652c69aecfc72338cfc5f2
results/qa/STEP13B_CONTACT_FIELD_SCAN.csv,11,b305a5a45b50c249aeef142a3f2a7de95c11acfc1b11472cc3317f779f1a7713
results/qa/STEP13B_PRIMARY_RUN_STATE_AT_EXECUTION.json,624,5cfb5f72e3b346f86e0a3fe583a2fcee89ae989935dee16131b24026ed7ac315
results/qa/STEP13B_PROHIBITED_INFERENCE_SCAN.csv,13,4e174a09e2e30a9a7108e89663c485148ffac7de3067ebcdfd145318376a9e2b
results/qa/STEP13B_RAW_JSON_HASH_EXCEPTIONS.csv,27,6dd9a3c5d2bcebc2a1aae102e49e82a77a8ac4b54d6f0f1c1db67d0fc1d492d1
results/qa/STEP13B_TABLE_FIGURE_RECONCILIATION.csv,301,ca36efac1436e84f38edf0441e4913e51e505eb8049a6b98416c753b31b623bc
results/reports/STEP13B_PAYLOAD_MANIFEST.csv,8836,59997f93803b490fe4ae7869514bc6af7898436aaa1d90c9084204b4e41584f7
results/reports/STEP13B_PAYLOAD_SHA256.txt,8577,cfa3de9e75dc22eac04f1887c18453b825febbe9367b8389c13d6cbd919e1c54
results/reports/STEP13B_PRIMARY_ANALYSIS_EXCEPTIONS.csv,1570,0fdbe92e2f6aea7ac3c4ed03cdd1a40d9fdc4fcc0591b73d0d5994d2a5ab2e65
results/reports/STEP13B_PRIMARY_ANALYSIS_MANIFEST.csv,9267,0956319b78f006cf2949617e3c2480d149ee4a6b23ebffef470798dfa683ba80
results/reports/STEP13B_PRIMARY_ANALYSIS_REPORT.md,3311,18c3a764954a04e997e519a46761e3d8ba92c0e4bd88733355b36c4612eff71d
results/reports/STEP13B_PRIMARY_ANALYSIS_SHA256.txt,9137,381d5dd84096832b3dc286a9d193b8ee8429c2d78cf358e4f879361506db98a9
results/reports/STEP13B_PRIMARY_ANALYSIS_TESTS_AT_EXECUTION.txt,1156,0607aa3344aeaf76ef64dc2e0a55f8b7c223cb104d94fd3f81cb4f9c9ed29107
results/tables/T01_FLOW_AND_INPUT_QA.csv,302,8f6229e76e6f3f1f703b1700acff37cfc92e0080fa9511edf23a02d5ae949f2d
results/tables/T02_AGE_ELIGIBILITY_THRESHOLDS.csv,2212,96cbce145d71e0b8ea2a6ca19a7a15b8ffa31a13d769dc4d2682bbe23ec4d9f2
results/tables/T03_AGE_NUMERIC_SUMMARY.csv,207,d443da1ca7969eb9c6ebf43272265e9617c8e0c62eb202b90abf7bc0f11bcccb
results/tables/T04_AGE_FIELD_CONFLICT_AND_UPPER_LIMIT.csv,497,eec389a5be2b8cc71bcc5e5fc0e6eeff0ceab9a8aac4816a20cb4dbda1b78204
results/tables/T05_GERIATRIC_DOMAIN_CODES.csv,1809,218c32bb0c74f4ea131f447a366c716bad7711d613ad5ea64d5511346aa69b2e
results/tables/T06_GERIATRIC_COMPOSITES.csv,582,fccd0c9307445fbaa49ea41b13376b602ef30b34870551f1d2a1918de1b5ca61
results/tables/T07_COREVEN_COVERAGE.csv,764,83d7fbafa3866efdf011cd919764fabcb0835f02dc7c0ed3cf21644a9b1f423a
results/tables/T08_OUTPUTS_COVERAGE.csv,996,226ff70b7ad2ef0e2bfe9fad913ec26711832f4149686de55c8a8b6a7a377c18
results/tables/T09_OUTCOME_COVERAGE_SCORES.csv,2206,38d53ea6c472960534bf9c9cecde74bc19bfd2515543005b2687fa50f5bdf73d
results/tables/T10_OUTCOME_CHARACTERISTICS.csv,7449,7424f661855e665c5854cdfb684e419079d81d91f0414f51389581f69231d3fa
results/tables/T11_TRIAL_CHARACTERISTICS.csv,13808,60920d2a2fae8ef4c2c13ea2bc0addaaac1696c255662c57052481fa58d3fd95
results/tables/T12_STRATIFIED_DESCRIPTIONS.csv,3348,4839731d05cae09ffc680394c532a9b4162b5f57e92da598e602ac8a45a5243f
results/tables/T13_ABSOLUTE_PERCENTAGE_POINT_DIFFERENCES.csv,1561,9d3418a6248e2d9238c1349b6556113c7c190baadc7b32325fb76dd473b15153
results/tables/T14_RELIABILITY_SUMMARY.csv,4269,a5c6c5a5dc68b35f87aa960d4d0ab51a0fc52937b5a0ccff6f9eb1652f3d83cd
results/tables/T15_CONDITIONAL_MODULE_STATUS.csv,959,c16c7ae7e94293a3ab6cf966b87851e0dd1db5d9796c0c7740fae1fd1e14c038
scripts/verify_release.py,4360,808f065d136c9e34c45328a2d5b4674ec74fd1aa88414891cbc51ac4e3cf562a
tests/test_release.py,1554,755e987ffe881276e080588a875638d13b214abe3faf1066cedb02b71d76ad2c
validation/validate_age_correction_cleanroom_20260730.py,24534,36c6d1b7a6ee488f269f8fc2714087fbe63014da84f61b068dcceab41a5b7f62
