Artifact,Row_Key,Field,Historical_1206_Value,Corrected_1218_Value,Change_Status,Historical_Source_SHA256,Corrected_Source_SHA256,Interpretation_Boundary
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_65|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_65_RECONCILED,Notes,Unknown and expert-decision states assigned NO for the bound.,Unknown and expert-decision states assigned NO for the bound.,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Sensitivity_ID,AGE_UNKNOWN_NO_RECONCILED_75,AGE_UNKNOWN_NO_RECONCILED_75,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Module,AGE,AGE,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Population,ALL_INCLUDED,ALL_INCLUDED,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Scenario,UNKNOWN_ALL_NO,UNKNOWN_ALL_NO,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Metric,ELIGIBLE_75_RECONCILED,ELIGIBLE_75_RECONCILED,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Numerator,947,956,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Denominator,1206,1218,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Unknown_Count,38,38,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,UNKNOWN_UNCLEAR_NOT_PUBLICLY_SPECIFIED_NOT_APPLICABLE_REMAIN_DISTINCT
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Percent,78.524046,78.489327,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Status,RUN,RUN,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_75|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_75_RECONCILED,Notes,Unknown and expert-decision states assigned NO for the bound.,Unknown and expert-decision states assigned NO for the bound.,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Sensitivity_ID,AGE_UNKNOWN_NO_RECONCILED_80,AGE_UNKNOWN_NO_RECONCILED_80,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Module,AGE,AGE,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Population,ALL_INCLUDED,ALL_INCLUDED,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Scenario,UNKNOWN_ALL_NO,UNKNOWN_ALL_NO,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Metric,ELIGIBLE_80_RECONCILED,ELIGIBLE_80_RECONCILED,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Numerator,891,900,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Denominator,1206,1218,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Unknown_Count,38,38,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,UNKNOWN_UNCLEAR_NOT_PUBLICLY_SPECIFIED_NOT_APPLICABLE_REMAIN_DISTINCT
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Percent,73.880597,73.891626,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Status,RUN,RUN,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_80|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_80_RECONCILED,Notes,Unknown and expert-decision states assigned NO for the bound.,Unknown and expert-decision states assigned NO for the bound.,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Sensitivity_ID,AGE_UNKNOWN_NO_RECONCILED_85,AGE_UNKNOWN_NO_RECONCILED_85,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Module,AGE,AGE,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Population,ALL_INCLUDED,ALL_INCLUDED,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Scenario,UNKNOWN_ALL_NO,UNKNOWN_ALL_NO,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Metric,ELIGIBLE_85_RECONCILED,ELIGIBLE_85_RECONCILED,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Numerator,825,834,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Denominator,1206,1218,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Unknown_Count,38,38,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,UNKNOWN_UNCLEAR_NOT_PUBLICLY_SPECIFIED_NOT_APPLICABLE_REMAIN_DISTINCT
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Percent,68.40796,68.472906,CHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Status,RUN,RUN,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_RECONCILED_85|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_85_RECONCILED,Notes,Unknown and expert-decision states assigned NO for the bound.,Unknown and expert-decision states assigned NO for the bound.,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_STRUCTURED_65|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_65_STRUCTURED,Sensitivity_ID,AGE_UNKNOWN_NO_STRUCTURED_65,AGE_UNKNOWN_NO_STRUCTURED_65,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_STRUCTURED_65|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_65_STRUCTURED,Module,AGE,AGE,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
STEP13B_SENSITIVITY_RESULTS.csv,Sensitivity_ID=AGE_UNKNOWN_NO_STRUCTURED_65|Module=AGE|Population=ALL_INCLUDED|Scenario=UNKNOWN_ALL_NO|Metric=ELIGIBLE_65_STRUCTURED,Population,ALL_INCLUDED,ALL_INCLUDED,UNCHANGED,8dbefbd5be67ca15481c533a6ea80bfa5465ce5b476096a21f8c6a8f64b08667,278128a4ec403ed26a1048b2433ba4570d7fb881271ca7bfaf39df37a9ed5d82,FINITE_POPULATION_DESCRIPTIVE_NO_CAUSAL_OR_INFERENTIAL_CLAIM
